2023-09-04 20:11:22,841 INFO    SystemMonitor:3691295 [interfaces.py:start():190] Started disk monitoring
2023-09-04 20:11:22,841 INFO    SystemMonitor:3691295 [interfaces.py:start():190] Started gpu monitoring
2023-09-04 20:11:22,841 INFO    SystemMonitor:3691295 [interfaces.py:start():190] Started memory monitoring
2023-09-04 20:11:22,843 INFO    SystemMonitor:3691295 [interfaces.py:start():190] Started network monitoring
2023-09-04 20:11:22,871 DEBUG   HandlerThread:3691295 [system_info.py:probe():195] Probing system
2023-09-04 20:11:22,877 DEBUG   HandlerThread:3691295 [system_info.py:_probe_git():180] Probing git
2023-09-04 20:11:22,887 DEBUG   HandlerThread:3691295 [system_info.py:_probe_git():188] Probing git done
2023-09-04 20:11:22,887 DEBUG   HandlerThread:3691295 [system_info.py:probe():240] Probing system done
2023-09-04 20:11:22,887 DEBUG   HandlerThread:3691295 [system_monitor.py:probe():210] {'os': 'Linux-5.4.0-153-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-09-04T10:11:22.871135', 'startedAt': '2023-09-04T10:11:22.149884', 'docker': None, 'cuda': None, 'args': ('--n_epochs', '1000', '--max_ts', '1000', '--n_trials', '5'), 'state': 'running', 'program': 'main.py', 'codePath': 'A2C_/main.py', 'git': {'remote': 'https://github.com/Davido111200/SimpleRL.git', 'commit': 'aee12e3ebe6ffcff4fd8417f1c019c97c6411adf'}, 'email': 'davido111200@gmail.com', 'root': '/home/s223540177/dai/SimpleRL', 'host': 'a100-4', 'username': 's223540177', 'executable': '/usr/bin/python3', 'cpu_count': 64, 'cpu_count_logical': 128, 'disk': {'total': 446.8488883972168, 'used': 381.0773811340332}, 'gpu': 'NVIDIA A100-SXM4-40GB', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA A100-SXM4-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-SXM4-40GB', 'memory_total': 42949672960}], 'memory': {'total': 1007.5443496704102}}
2023-09-04 20:11:22,887 INFO    HandlerThread:3691295 [system_monitor.py:probe():211] Finished collecting system info
2023-09-04 20:11:22,887 INFO    HandlerThread:3691295 [system_monitor.py:probe():214] Publishing system info
2023-09-04 20:11:22,887 DEBUG   HandlerThread:3691295 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-09-04 20:11:22,888 DEBUG   HandlerThread:3691295 [system_info.py:_save_pip():67] Saving pip packages done
2023-09-04 20:11:22,888 INFO    HandlerThread:3691295 [system_monitor.py:probe():216] Finished publishing system info
2023-09-04 20:11:22,899 DEBUG   SenderThread:3691295 [sender.py:send():379] send: files
2023-09-04 20:11:22,899 INFO    SenderThread:3691295 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-09-04 20:11:22,903 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: stop_status
2023-09-04 20:11:22,903 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: stop_status
2023-09-04 20:11:23,144 DEBUG   SenderThread:3691295 [sender.py:send():379] send: telemetry
2023-09-04 20:11:23,700 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_created():271] file/dir created: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/wandb-summary.json
2023-09-04 20:11:23,700 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_created():271] file/dir created: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/requirements.txt
2023-09-04 20:11:23,700 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_created():271] file/dir created: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/wandb-metadata.json
2023-09-04 20:11:23,970 INFO    wandb-upload_0:3691295 [upload_job.py:push():131] Uploaded file /tmp/tmp_lhx_hxawandb/lfyff001-wandb-metadata.json
2023-09-04 20:11:24,862 DEBUG   SenderThread:3691295 [sender.py:send():379] send: exit
2023-09-04 20:11:24,863 INFO    SenderThread:3691295 [sender.py:send_exit():584] handling exit code: 0
2023-09-04 20:11:24,863 INFO    SenderThread:3691295 [sender.py:send_exit():586] handling runtime: 2
2023-09-04 20:11:24,864 INFO    SenderThread:3691295 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-09-04 20:11:24,864 INFO    SenderThread:3691295 [sender.py:send_exit():592] send defer
2023-09-04 20:11:24,864 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:24,864 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 0
2023-09-04 20:11:24,864 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:24,864 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 0
2023-09-04 20:11:24,864 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 1
2023-09-04 20:11:24,865 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:24,865 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 1
2023-09-04 20:11:24,865 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:24,865 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 1
2023-09-04 20:11:24,865 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 2
2023-09-04 20:11:24,865 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:24,865 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 2
2023-09-04 20:11:24,865 INFO    HandlerThread:3691295 [system_monitor.py:finish():190] Stopping system monitor
2023-09-04 20:11:24,865 DEBUG   SystemMonitor:3691295 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-09-04 20:11:24,865 DEBUG   SystemMonitor:3691295 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-09-04 20:11:24,865 DEBUG   SystemMonitor:3691295 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-09-04 20:11:24,865 INFO    HandlerThread:3691295 [interfaces.py:finish():202] Joined cpu monitor
2023-09-04 20:11:24,879 INFO    HandlerThread:3691295 [interfaces.py:finish():202] Joined disk monitor
2023-09-04 20:11:25,042 INFO    HandlerThread:3691295 [interfaces.py:finish():202] Joined gpu monitor
2023-09-04 20:11:25,042 INFO    HandlerThread:3691295 [interfaces.py:finish():202] Joined memory monitor
2023-09-04 20:11:25,042 INFO    HandlerThread:3691295 [interfaces.py:finish():202] Joined network monitor
2023-09-04 20:11:25,043 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:25,043 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 2
2023-09-04 20:11:25,043 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 3
2023-09-04 20:11:25,043 DEBUG   SenderThread:3691295 [sender.py:send():379] send: stats
2023-09-04 20:11:25,043 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:25,043 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 3
2023-09-04 20:11:25,043 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:25,043 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 3
2023-09-04 20:11:25,043 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 4
2023-09-04 20:11:25,044 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:25,044 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 4
2023-09-04 20:11:25,044 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:25,044 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 4
2023-09-04 20:11:25,044 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 5
2023-09-04 20:11:25,044 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:25,044 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 5
2023-09-04 20:11:25,044 DEBUG   SenderThread:3691295 [sender.py:send():379] send: summary
2023-09-04 20:11:25,045 INFO    SenderThread:3691295 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-09-04 20:11:25,045 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:25,045 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 5
2023-09-04 20:11:25,045 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 6
2023-09-04 20:11:25,045 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:25,045 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 6
2023-09-04 20:11:25,045 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:25,045 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 6
2023-09-04 20:11:25,048 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: status_report
2023-09-04 20:11:25,293 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 7
2023-09-04 20:11:25,293 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:25,293 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 7
2023-09-04 20:11:25,293 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:25,294 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 7
2023-09-04 20:11:25,700 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/wandb-summary.json
2023-09-04 20:11:25,701 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/config.yaml
2023-09-04 20:11:25,701 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_created():271] file/dir created: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/output.log
2023-09-04 20:11:25,863 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: poll_exit
2023-09-04 20:11:26,865 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 8
2023-09-04 20:11:26,865 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: poll_exit
2023-09-04 20:11:26,865 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:26,865 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 8
2023-09-04 20:11:26,865 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:26,866 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 8
2023-09-04 20:11:26,866 INFO    SenderThread:3691295 [job_builder.py:build():281] Attempting to build job artifact
2023-09-04 20:11:26,866 INFO    SenderThread:3691295 [job_builder.py:_get_source_type():400] is repo sourced job
2023-09-04 20:11:26,867 INFO    SenderThread:3691295 [job_builder.py:build():374] adding wandb-job metadata file
2023-09-04 20:11:27,083 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 9
2023-09-04 20:11:27,083 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:27,083 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 9
2023-09-04 20:11:27,083 DEBUG   SenderThread:3691295 [sender.py:send():379] send: artifact
2023-09-04 20:11:27,702 INFO    Thread-12 :3691295 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/output.log
2023-09-04 20:11:28,426 INFO    wandb-upload_1:3691295 [upload_job.py:push():86] Skipped uploading /home/s223540177/.local/share/wandb/artifacts/staging/tmp4pbirdba
2023-09-04 20:11:29,019 INFO    wandb-upload_0:3691295 [upload_job.py:push():89] Uploaded file /home/s223540177/.local/share/wandb/artifacts/staging/tmpco_4yt66
2023-09-04 20:11:30,576 INFO    SenderThread:3691295 [sender.py:send_artifact():1475] sent artifact job-https___github.com_Davido111200_SimpleRL.git_A2C__main.py - {'id': 'QXJ0aWZhY3Q6NTU4ODI0Mzcz', 'digest': '0a048025cf64253f0ab5419ece3c83dd', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjk0NjUyMTkx', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NTU4ODA5NzE4', 'versionIndex': 3}}, 'version': 'latest'}
2023-09-04 20:11:30,576 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:30,576 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: status_report
2023-09-04 20:11:30,576 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 9
2023-09-04 20:11:30,576 INFO    SenderThread:3691295 [dir_watcher.py:finish():358] shutting down directory watcher
2023-09-04 20:11:30,703 INFO    SenderThread:3691295 [dir_watcher.py:finish():388] scan: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files
2023-09-04 20:11:30,704 INFO    SenderThread:3691295 [dir_watcher.py:finish():402] scan save: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/output.log output.log
2023-09-04 20:11:30,704 INFO    SenderThread:3691295 [dir_watcher.py:finish():402] scan save: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/requirements.txt requirements.txt
2023-09-04 20:11:30,705 INFO    SenderThread:3691295 [dir_watcher.py:finish():402] scan save: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/wandb-summary.json wandb-summary.json
2023-09-04 20:11:30,705 INFO    SenderThread:3691295 [dir_watcher.py:finish():402] scan save: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/wandb-metadata.json wandb-metadata.json
2023-09-04 20:11:30,706 INFO    SenderThread:3691295 [dir_watcher.py:finish():402] scan save: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/config.yaml config.yaml
2023-09-04 20:11:30,709 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 10
2023-09-04 20:11:30,709 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:30,710 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 10
2023-09-04 20:11:30,710 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:30,710 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 10
2023-09-04 20:11:30,710 INFO    SenderThread:3691295 [file_pusher.py:finish():159] shutting down file pusher
2023-09-04 20:11:30,864 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: keepalive
2023-09-04 20:11:31,272 INFO    wandb-upload_0:3691295 [upload_job.py:push():131] Uploaded file /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/requirements.txt
2023-09-04 20:11:31,444 INFO    wandb-upload_2:3691295 [upload_job.py:push():131] Uploaded file /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/wandb-summary.json
2023-09-04 20:11:31,459 INFO    wandb-upload_1:3691295 [upload_job.py:push():131] Uploaded file /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/output.log
2023-09-04 20:11:31,465 INFO    wandb-upload_3:3691295 [upload_job.py:push():131] Uploaded file /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/files/config.yaml
2023-09-04 20:11:31,665 INFO    Thread-11 :3691295 [sender.py:transition_state():612] send defer: 11
2023-09-04 20:11:31,665 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:31,666 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 11
2023-09-04 20:11:31,666 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:31,666 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 11
2023-09-04 20:11:31,666 INFO    SenderThread:3691295 [file_pusher.py:join():164] waiting for file pusher
2023-09-04 20:11:31,666 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 12
2023-09-04 20:11:31,666 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:31,666 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 12
2023-09-04 20:11:31,666 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:31,666 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 12
2023-09-04 20:11:31,666 INFO    SenderThread:3691295 [file_stream.py:finish():593] file stream finish called
2023-09-04 20:11:31,917 INFO    SenderThread:3691295 [file_stream.py:finish():597] file stream finish is done
2023-09-04 20:11:31,917 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 13
2023-09-04 20:11:31,917 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:31,917 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 13
2023-09-04 20:11:31,917 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:31,917 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 13
2023-09-04 20:11:31,917 INFO    SenderThread:3691295 [sender.py:transition_state():612] send defer: 14
2023-09-04 20:11:31,918 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: defer
2023-09-04 20:11:31,918 DEBUG   SenderThread:3691295 [sender.py:send():379] send: final
2023-09-04 20:11:31,918 INFO    HandlerThread:3691295 [handler.py:handle_request_defer():170] handle defer: 14
2023-09-04 20:11:31,918 DEBUG   SenderThread:3691295 [sender.py:send():379] send: footer
2023-09-04 20:11:31,918 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: defer
2023-09-04 20:11:31,918 INFO    SenderThread:3691295 [sender.py:send_request_defer():608] handle sender defer: 14
2023-09-04 20:11:31,918 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: poll_exit
2023-09-04 20:11:31,918 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: poll_exit
2023-09-04 20:11:31,919 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: server_info
2023-09-04 20:11:31,919 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: server_info
2023-09-04 20:11:31,920 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: get_summary
2023-09-04 20:11:31,920 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: sampled_history
2023-09-04 20:11:31,920 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: job_info
2023-09-04 20:11:32,120 DEBUG   SenderThread:3691295 [sender.py:send_request():406] send_request: job_info
2023-09-04 20:11:32,120 INFO    MainThread:3691295 [wandb_run.py:_footer_history_summary_info():3481] rendering history
2023-09-04 20:11:32,120 INFO    MainThread:3691295 [wandb_run.py:_footer_history_summary_info():3513] rendering summary
2023-09-04 20:11:32,120 INFO    MainThread:3691295 [wandb_run.py:_footer_sync_info():3440] logging synced files
2023-09-04 20:11:32,121 DEBUG   HandlerThread:3691295 [handler.py:handle_request():144] handle_request: shutdown
2023-09-04 20:11:32,121 INFO    HandlerThread:3691295 [handler.py:finish():861] shutting down handler
2023-09-04 20:11:32,921 INFO    WriterThread:3691295 [datastore.py:close():294] close: /home/s223540177/dai/SimpleRL/A2C_/wandb/run-20230904_201122-ne8nnd7c/run-ne8nnd7c.wandb
2023-09-04 20:11:33,120 INFO    SenderThread:3691295 [sender.py:finish():1552] shutting down sender
2023-09-04 20:11:33,120 INFO    SenderThread:3691295 [file_pusher.py:finish():159] shutting down file pusher
2023-09-04 20:11:33,120 INFO    SenderThread:3691295 [file_pusher.py:join():164] waiting for file pusher
